id,nome,selecionada,tema
10049,"Moradores indígenas em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por sexo, existência e características do entorno",False,
10050,"Domicílios em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por características do entorno dos domicílios, segundo as classes de hierarquia de urbana",False,
10051,"Estabelecimentos de saúde, ensino e outras finalidades, em setores selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por existência e características do entorno",False,
10052,"Moradores indígenas em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por sexo, existência e características do entorno por bueiro, iluminação pública, calçada e rampa para cadeirante",False,
10053,"Domicílios particulares permanentes ocupados e Moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por tipo de esgotamento sanitário, existência e características do entorno",False,
10054,"Domicílios particulares permanentes ocupados e Moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por tipo de esgotamento sanitário, existência e características do entorno por bueiro, iluminação pública, calçada e rampa para cadeirante",False,
10055,Percentual de cobertura de coleta dos domicílios particulares permanentes ocupados dos setores selecionados para a Pesquisa Urbanística do Entorno dos Domicílios,True,09_entorno_urbano
10056,"Taxa bruta de frequência escolar, segundo os grupos de idade, o sexo e a cor ou raça",True,05_educacao
10057,"Pessoas de até 5 anos de idade que frequentavam escola ou creche, por nível de ensino, segundo os grupos de idade, o sexo e a cor ou raça",True,05_educacao
10058,"Pessoas de 6 a 17 anos de idade que frequentavam escola, por nível de ensino, segundo os grupos de idade, o sexo e a cor ou raça",True,05_educacao
10059,"Pessoas de 18 anos ou mais de idade que frequentavam escola, por nível de ensino, segundo os grupos de idade, o sexo e a cor ou raça",True,05_educacao
10061,"Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça",True,05_educacao
10062,"Número médio de anos de estudo das pessoas com 11 anos ou mais de idade, segundo os grupos de idade, o sexo e a cor ou raça",True,05_educacao
10064,"Pessoas com nível superior completo, por áreas gerais, específicas e detalhadas de formação do curso graduação concluído, segundo os grupos de idade",False,
10065,"Pessoas com nível superior completo, por áreas gerais, específicas e detalhadas de formação do curso graduação concluído, segundo o sexo e a cor ou raça",False,
10066,"Taxa bruta de frequência escolar das pessoas indígenas, segundo os grupos de idade e o sexo",False,
10067,"Pessoas indígenas de até 5 anos de idade que frequentavam escola ou creche, por nível de ensino, segundo os grupos de idade e o sexo",False,
10068,"Pessoas indígenas de 6 a 17 anos de idade que frequentavam escola, por nível de ensino, segundo os grupos de idade e o sexo",False,
10069,"Pessoas indígenas de 18 anos ou mais de idade que frequentavam escola, por nível de ensino, segundo os grupos de idade e o sexo",False,
10071,"Pessoas indígenas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade e o sexo",False,
10072,"Número médio de anos de estudo das pessoas indígenas com 11 anos ou mais de idade, segundo os grupos de idade e o sexo",False,
10074,"Pessoas indígenas com nível superior completo, por áreas gerais, específicas e detalhadas de formação do curso graduação concluído, segundo o sexo",False,
10075,"Mulheres de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por número de filhos tidos nascidos vivos, segundo o nível de instrução e os grupos de idade das mulheres",True,14_familias_fecundidade
10076,"Mulheres de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por número de filhos tidos nascidos vivos, segundo a cor ou raça e os grupos de idade das mulheres",False,
10077,"Mulheres de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por grupos de idade das mulheres, segundo o nível de instrução e a cor ou raça das mulheres",False,
10078,"Mulheres de 12 anos ou mais de idade, total de filhos tidos nascidos vivos, total de filhos que estavam vivos na data de referência e filhos tidos nascidos vivos no período referência de 12 meses pelas mulheres de 12 anos ou mais de idade, por grupos de idade das mulheres, segundo o nível de instrução e a cor ou raça das mulheres",True,14_familias_fecundidade
10081,"Mulheres indígenas de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por número de filhos tidos nascidos vivos, segundo os grupos de idade das mulheres",False,
10082,"Mulheres indígenas de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por grupos de idade das mulheres, segundo o nível de instrução",False,
10083,"Mulheres indígenas de 12 anos ou mais de idade, total de filhos tidos nascidos vivos, total de filhos que estavam vivos na data de referência e filhos tidos nascidos vivos no período de referência de 12 meses pelas mulheres indígenas de 12 anos ou mais de idade, por grupos de idade das mulheres, segundo o nível de instrução",False,
10085,"Mulheres de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por número de filhos tidos nascidos vivos, segundo os grupos de idade das mulheres e a religião",False,
10086,"Mulheres de 12 anos ou mais de idade, que tiveram filhos nascidos vivos, por número de filhos tidos nascidos vivos, segundo o nível de instrução e a religião das mulheres",False,
10087,"Mulheres de 12 anos ou mais de idade, total de filhos tidos nascidos vivos, total de filhos que estavam vivos na data de referência e filhos tidos nascidos vivos no período de referência de 12 meses pelas mulheres de 12 anos ou mais de idade, por grupos de idade, segundo a religião e o nível de instrução",False,
10088,"Quantidade de faces de quadra em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10089,"População residente, total e quilombola, por sexo e grupos de idade, segundo localização e situação do domicílio",True,11_quilombolas
10091,"Taxa de alfabetização da população, total e quilombola, de 15 anos ou mais de idade, por sexo, grupos de idade, localização e situação do domicílio",True,11_quilombolas
10092,"Pessoas de 15 anos ou mais de idade, total e quilombola, por alfabetização, sexo, grupos de idade, localização e situação do domicílio",False,
10095,"Pessoas de até 5 anos de idade, total e quilombolas, por existência e tipo de registro de nascimento, segundo a idade, localização e situação do domicílio",False,
10097,"Índice de envelhecimento, idade mediana e razão de sexo, total e quilombolas, por localização e situação do domicílio",True,11_quilombolas
10099,"Domicílios particulares permanentes ocupados, total e com pelo menos um morador quilombola, e moradores, total e quilombolas, em domicílios particulares permanentes ocupados, por principal forma de abastecimento de água, existência de canalização de água, tipo de esgotamento sanitário, destino do lixo, localização e situação do domicílio",False,
10101,"Moradores, total e quilombolas, em domicílios com pelo menos um morador quilombola, e domicílios com pelo menos um morador quilombola, por espécie, localização e situação do domicílio",False,
10103,"Domicílios particulares permanentes ocupados, total e com pelo menos um morador quilombola, e moradores, total e quilombolas, em domicílios particulares permanentes ocupados, por principal forma de abastecimento de água, localização e situação do domicílio",False,
10105,"Domicílios particulares permanentes ocupados, total e com pelo menos um morador quilombola, e moradores, total e quilombolas, em domicílios particulares permanentes ocupados, por tipo de esgotamento sanitário, localização e situação do domicílio",False,
10107,"Domicílios particulares permanentes ocupados, total e com pelo menos um morador quilombola, e moradores, total e quilombolas, em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio, localização e situação do domicílio",False,
10109,"Domicílios particulares permanentes ocupados, total e com pelo menos um morador quilombola, e moradores, total e quilombolas, em domicílios particulares permanentes ocupados, por destino do lixo, localização e situação do domicílio",False,
10111,"Média de moradores, total e quilombolas, em domicílios particulares com pelo menos um morador quilombola, por sexo, grupos de idade e pertencimento étnico quilombola da pessoa responsável pelo domicílio, segundo localização e situação do domicílio",False,
10113,"Óbitos de pessoas que haviam residido com moradores dos domicílios particulares permanentes ocupados com pelo menos um morador quilombola, por mês e ano de ocorrência do falecimento, sexo e grupos de idade das pessoas ao falecerem, segundo localização e situação do domicílio",False,
10115,"Domicílios particulares com pelo menos um morador quilombola, por presença de cônjuge da pessoa responsável pelo domicílio, segundo localização e situação do domicílio",False,
10117,"Domicílios particulares com pelo menos um morador quilombola, por número de moradores, segundo sexo, grupos de idade e pertencimento étnico quilombola da pessoa responsável pelo domicílio, segundo localização e situação do domicílio",False,
10119,"Domicílios particulares com pelo menos um morador quilombola, por presença de cônjuge da pessoa responsável e filhos da pessoa responsável ou do cônjuge, segundo o sexo e pertencimento étnico quilombola da pessoa responsável pelo domicílio e a localização e situação do domicílio",False,
10121,"Moradores em domicílios particulares com pelo menos um morador quilombola, por condição no domicílio, segundo sexo, grupos de idade e pertencimento étnico quilombola da pessoa responsável pelo domicílio, segundo localização e situação do domicílio",False,
10125,"Pessoas residentes de 2 anos ou mais de idade, total e pessoas com deficiência, por sexo e grupos de idade",True,12_deficiencia_autismo
10126,"Pessoas residentes de 2 anos ou mais de idade, total e pessoas com deficiência, por cor ou raça",True,12_deficiencia_autismo
10127,Pessoas residentes de 2 anos ou mais de idade com deficiência por tipos de dificuldades funcionais,True,12_deficiencia_autismo
10128,Pessoas residentes de 2 anos ou mais de idade com deficiência por quantidade de dificuldades funcionais,True,12_deficiencia_autismo
10129,"Pessoas residentes de 2 anos ou mais de idade, total, indígenas e pessoas com deficiência",False,
10130,Pessoas residentes de 2 anos ou mais de idade por sexo e existência de deficiência,True,12_deficiencia_autismo
10131,Pessoas residentes de 2 anos ou mais de idade por grupo de idade e existência de deficiência,False,
10132,Pessoas residentes de 2 anos ou mais de idade por cor ou raça e existência de deficiência,False,
10133,Pessoas residentes de 2 anos ou mais de idade por tipo e por grau de dificuldade funcional,True,12_deficiencia_autismo
10134,"Pessoas residentes de 2 anos ou mais de idade, total e indígenas, por existência de deficiência",False,
10135,"Taxa de analfabetismo das pessoas de 15 anos ou mais de idade por grupo de idade, cor ou raça, sexo e existência de deficiência",False,
10136,"Estudantes de 6 anos ou mais de idade, por sexo, grupos de idade e existência de deficiência",False,
10137,"Estudantes de 6 anos ou mais de idade, por cor ou raça, grupos de idade e existência de deficiência",False,
10138,"Estudantes de 6 anos ou mais de idade, por curso que frequentavam, grupos de idade e existência de deficiência",False,
10139,"Taxa de escolarização das pessoas de 6 anos ou mais de idade, por sexo, grupos de idade e existência de deficiência",False,
10140,"Taxa de escolarização das pessoas de 6 anos ou mais de idade, por cor ou raça, grupos de idade e existência de deficiência",False,
10141,"Pessoas de 25 anos ou mais de idade por sexo, nível de instrução e existência de deficiência",False,
10142,"Pessoas de 25 anos ou mais de idade por cor ou raça, nível de instrução e existência de deficiência",False,
10143,"Moradores em domicílios particulares permanentes, total e pessoas com deficiência, e domicílios particulares permanentes ocupados, total e com pelo menos um morador com deficiência, por tipos de domicílios",False,
10144,"Moradores em domicílios particulares permanentes ocupados, total e pessoas com deficiência, e domicílios particulares permanentes ocupados, total e com pelo menos um morador com deficiência, por existência de banheiro ou sanitário e números de banheiros de uso exclusivo do domicílio e acesso à rede geral de distribuição de água",False,
10145,"População residente, total e diagnosticada com autismo, por sexo e grupo de idade",True,12_deficiencia_autismo
10146,"Estudantes de 6 anos ou mais de idade, total e diagnosticados com autismo, por curso que frequentavam e grupo de idade",False,
10147,"População residente, total e diagnosticada com autismo, por cor ou raça",True,12_deficiencia_autismo
10148,"Estudantes de 6 anos ou mais de idade, total e diagnosticados com autismo, por sexo e grupo de idade dos estudantes",False,
10149,"Estudantes de 6 anos ou mais de idade, total e diagnosticados com autismo, por cor ou raça e grupo de idade dos estudantes",False,
10150,"Taxa de escolarização das pessoas de 6 anos ou mais de idade, total e pessoas diagnosticadas com autismo, por sexo e grupo de idade",False,
10151,"Taxa de escolarização das pessoas de 6 anos ou mais de idade, total e pessoas diagnosticadas com autismo, por cor ou raça e grupo de idade",False,
10152,"Moradores em domicílios particulares permanentes ocupados, total e pessoas com deficiência, e domicílios particulares permanentes ocupados, total e com pelo menos um morador com deficiência, por destino do lixo",False,
10153,"Pessoas de 25 anos ou mais de idade, total e diagnosticadas com autismo, por sexo e nível de instrução",True,12_deficiencia_autismo
10154,"Moradores em domicílios particulares permanentes ocupados, total e pessoas diagnosticadas com autismo, e domicílios particulares permanentes ocupados, total e com pelo menos um morador diagnosticado com autismo, por existência de banheiro ou sanitário e números de banheiros de uso exclusivo do domicílio e acesso à rede geral de distribuição de água",False,
10157,"População residente, por nacionalidade, sexo e grupos de idade",True,13_migracao
10158,"Pessoas que residiam há menos de 10 anos ininterruptos no município, por tempo ininterrupto de residência no município e lugar de residência anterior",True,13_migracao
10159,"Pessoas de 5 anos ou mais de idade que não residiam na Unidade da Federação 5 anos antes da data de referência, por lugar de residência 5 anos antes da data de referência",False,
10160,"Pessoas de 5 anos ou mais de idade que não residiam no município 5 anos antes da data de referência, por sexo e grupos de idade",True,13_migracao
10161,"Pessoas de 5 anos ou mais de idade que não residiam no Brasil 5 anos antes da data de referência, por sexo, segundo o país de residência 5 anos antes da data de referência",True,13_migracao
10164,"Taxa de analfabetismo das pessoas indígenas de 15 anos ou mais de idade por grupo de idade, sexo e existência de deficiência",False,
10165,"Estudantes indígenas de 6 anos ou mais de idade, por grupos de idade e existência de deficiência",False,
10166,"Taxa de escolarização das pessoas indígenas de 6 anos ou mais de idade, por grupos de idade e existência de deficiência",False,
10167,Pessoas indígenas de 25 anos ou mais de idade por nível de instrução e existência de deficiência,False,
10168,"Pessoas indígenas, total e diagnosticadas com autismo",False,
10169,"Estudantes indígenas de 6 anos ou mais de idade, total e diagnosticados com autismo, por grupo de idade dos estudantes",False,
10170,"Taxa de escolarização das pessoas indígenas de 6 anos ou mais de idade, total e pessoas diagnosticadas com autismo, por grupo de idade",False,
10171,"Domicílios e moradores em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por espécie do domicílio e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10172,"Domicílios particulares permanentes ocupados e moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por tipo de domicílio e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10175,"Famílias residentes em domicílios particulares permanentes, por tipo de família e número de componentes das famílias",True,14_familias_fecundidade
10176,"Famílias únicas e conviventes principais, residentes em domicílios particulares permanentes, por número de componentes, segundo o sexo, a cor ou raça e o nível de instrução das pessoas responsáveis pelas famílias",True,14_familias_fecundidade
10182,"Famílias únicas e conviventes principais, com responsável e cônjuge ou companheiro(a), residentes em domicílios particulares permanentes, por número de filhos menores de 10 anos, segundo o sexo, o nível de instrução e a cor ou raça da pessoa responsável pela família",False,
10183,"Pessoas de 10 anos ou mais de idade, por estado conjugal, segundo o sexo, os grupos de idade e a religião",True,14_familias_fecundidade
10184,"Pessoas de 10 anos ou mais de idade, por estado conjugal, segundo os grupos de idade e o nível de instrução",False,
10185,"Pessoas de 10 anos ou mais de idade, por estado conjugal, segundo o sexo, os grupos de idade e a cor ou raça",False,
10187,"Pessoas de 10 anos ou mais de idade, que viviam em união conjugal, por natureza da união conjugal, segundo o sexo, os grupos de idade e a religião",False,
10190,"Famílias únicas e conviventes principais, com pelo menos uma pessoa indígena no domicílio, residentes em domicílios particulares permanentes, por número de componentes, segundo o sexo e o nível de instrução das pessoas responsáveis pelas famílias",False,
10194,"Famílias únicas e conviventes principais, com pelo menos uma pessoa indígena no domicílio, com responsável e pelo menos um cônjuge ou companheiro(a), residentes em domicílios particulares permanentes, por número de filhos menores de 10 anos, segundo o tipo de composição domiciliar, o sexo e o nível de instrução das pessoas responsáveis pela família",False,
10195,"Pessoas indígenas de 10 anos ou mais de idade, por estado conjugal, segundo o sexo, e os grupos de idade",False,
10198,"Pessoas de 15 anos ou mais de idade por religião, segundo os grupos de idade e alfabetização",True,15_religiao
10199,"Pessoas de 25 anos ou mais de idade, por nível de instrução, sexo e religião",True,15_religiao
10200,"Pessoas de 13 a 17 anos de idade, por frequência à escola, sexo e segundo a religião",False,
10201,"Moradores com 10 anos ou mais de idade em domicílios particulares permanentes ocupados, por existência de conexão domiciliar à Internet e segundo a religião",False,
10202,"Moradores com 10 anos ou mais de idade em domicílios particulares permanentes ocupados, por condição de ocupação do domicílio, cor ou raça e segundo a religião",False,
10203,"Pessoas de 10 anos ou mais de idade, por tipo e grau de dificuldade funcional, sexo e segundo a religião",False,
10204,"Pessoas indígenas de 10 anos ou mais de idade, por sexo, segundo a religião",False,
10205,"Moradores indígenas com 10 anos ou mais de idade em domicílios particulares permanentes ocupados, por condição de ocupação do domicílio e segundo a religião",False,
10206,"Moradores em domicílios particulares permanentes ocupados em setores censitários selecionados para a Pesquisa Urbanística do Entorno dos Domicílios, por cor ou raça e existência e características do entorno, em Favelas e Comunidades Urbanas e fora de Favelas e Comunidades Urbanas - Municípios com presença de Favelas e Comunidades Urbanas",False,
10211,"População residente, segundo localização e situação do domicílio",False,
10215,"População residente em Unidades de Conservação, segundo esferas da Unidade de Conservação",False,
10216,"População residente em Unidades de Conservação, segundo categorias das Unidades de Conservação",False,
10217,"População residente em Unidades de Conservação, por sexo e grupos de idade, segundo grupos das Unidades de Conservação",False,
10253,"Pessoas de 10 anos ou mais de idade, por situação de ocupação na semana de referência, sexo, cor ou raça e grupos de idade",False,
10261,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal, sexo e cor ou raça",True,07_trabalho
10262,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, por posição na ocupação e categoria do emprego no trabalho principal e seção de atividade do trabalho principal",True,07_trabalho
10263,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, cor ou raça, nível de instrução e número de trabalhos",True,07_trabalho
10264,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, cor ou raça, condição de contribuição para instituto de previdência oficial no trabalho principal e grandes grupos de ocupação no trabalho principal",True,07_trabalho
10265,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, nível de instrução e a posição na ocupação e categoria do emprego no trabalho principal",False,
10266,"Pessoas de 14 anos ou mais de idade ocupadas na semana de referência, por sexo, cor ou raça, condição de contribuição para instituto de previdência oficial no trabalho principal e seção de atividade econômica do trabalho principal",False,
10268,"Pessoas de 10 anos ou mais de idade, total e ocupadas na semana de referência, e nível da ocupação, na semana de referência, das pessoas de 10 anos ou mais de idade, por sexo, cor ou raça e grupo de idade",True,07_trabalho
